0.000433013,0.002133333,1,0.180597441,0.037953985,0.038989716,-0.042061134,0.183719238,-0.277441439,-0.296173771,-0.159718326,-0.170758271,-0.053837588,-0.28051068,-0.203357383
0.009635976,0.002775,0.180597441,1,0.189988186,-0.112025294,0.095422883,0.889516816,-0.136147176,-0.430303172,-0.478837453,-0.444712502,-0.323978142,-0.409942696,-0.436404856
0.026558112,0.003691667,0.037953985,0.189988186,1,0.404378113,0.063898254,0.175962846,-0.037873137,0.010241987,0.049237547,0.254525596,0.132267675,0.242667846,0.221879551
0.030022214,0.002166667,0.038989716,-0.112025294,0.404378113,1,0.052025758,-0.101096361,0.086612282,0.056919727,0.123361322,0.261393181,0.462743499,0.21150811,0.312101212
0.024248711,0.006391667,-0.042061134,0.095422883,0.063898254,0.052025758,1,0.232700538,0.209629511,0.220033266,0.156138415,0.089345952,0.098174235,0.213660164,0.404501305
0.013423394,0.003225,0.183719238,0.889516816,0.175962846,-0.101096361,0.232700538,1,0.053924743,-0.211715799,-0.30266174,-0.302249682,-0.173171419,-0.22262049,-0.225004516
0.058312377,0.006858333,-0.277441439,-0.136147176,-0.037873137,0.086612282,0.209629511,0.053924743,1,0.35544259,0.238307124,0.218419874,0.17367457,0.394210691,0.458910591
0.073900834,0.00625,-0.296173771,-0.430303172,0.010241987,0.056919727,0.220033266,-0.211715799,0.35544259,1,0.850189131,0.707728983,0.481068116,0.767485189,0.71561886
0.071216156,0.00625,-0.159718326,-0.478837453,0.049237547,0.123361322,0.156138415,-0.30266174,0.238307124,0.850189131,1,0.822254364,0.425897759,0.681722129,0.666838001
0.076354573,0.007,-0.170758271,-0.444712502,0.254525596,0.261393181,0.089345952,-0.302249682,0.218419874,0.707728983,0.822254364,1,0.444844805,0.702048716,0.679976018
0.073034809,0.00725,-0.053837588,-0.323978142,0.132267675,0.462743499,0.098174235,-0.173171419,0.17367457,0.481068116,0.425897759,0.444844805,1,0.535484713,0.555025326
0.060621778,0.007,-0.28051068,-0.409942696,0.242667846,0.21150811,0.213660164,-0.22262049,0.394210691,0.767485189,0.681722129,0.702048716,0.535484713,1,0.842254267
0.068791285,0.007125,-0.203357383,-0.436404856,0.221879551,0.312101212,0.404501305,-0.225004516,0.458910591,0.71561886,0.666838001,0.679976018,0.555025326,0.842254267,1
